PATH,MULTI-RESULT,image,FOLD,YY1,YY2
image_1/1_250.jpg,1,1_250,9.0,48.0,71.0
image_1/1_423.jpg,1,1_423,9.0,50.0,73.0
image_1/1_94.jpg,1,1_94,0.0,42.0,68.0
image_1/1_298.jpg,1,1_298,3.0,59.0,98.0
image_1/1_131.jpg,1,1_131,0.0,70.0,93.0
image_1/1_449.jpg,1,1_449,9.0,67.0,92.0
image_1/1_285.jpg,1,1_285,5.0,70.0,100.0
image_1/1_89.jpg,1,1_89,6.0,46.0,73.0
image_1/1_167.jpg,1,1_167,9.0,65.0,87.0
image_1/1_352.jpg,1,1_352,4.0,57.0,89.0
image_1/1_225.jpg,1,1_225,5.0,51.0,73.0
image_1/1_99.jpg,1,1_99,0.0,45.0,65.0
image_1/1_252.jpg,1,1_252,0.0,46.0,73.0
image_1/1_9.jpg,1,1_9,6.0,53.0,82.0
image_1/1_261.jpg,1,1_261,1.0,62.0,98.0
image_1/1_385.jpg,1,1_385,1.0,56.0,84.0
image_1/1_222.jpg,1,1_222,3.0,53.0,73.0
image_1/1_11.jpg,1,1_11,4.0,76.0,98.0
image_1/1_279.jpg,1,1_279,6.0,43.0,70.0
image_1/1_401.jpg,1,1_401,2.0,65.0,98.0
image_1/1_25.jpg,1,1_25,7.0,53.0,82.0
image_1/1_421.jpg,1,1_421,3.0,89.0,112.0
image_1/1_184.jpg,1,1_184,6.0,62.0,89.0
image_1/1_408.jpg,1,1_408,4.0,59.0,95.0
image_1/1_226.jpg,1,1_226,8.0,78.0,103.0
image_1/1_415.jpg,1,1_415,7.0,75.0,100.0
image_1/1_194.jpg,1,1_194,6.0,64.0,93.0
image_1/1_388.jpg,1,1_388,8.0,54.0,87.0
image_1/1_19.jpg,1,1_19,7.0,60.0,89.0
image_1/1_239.jpg,1,1_239,5.0,70.0,98.0
image_1/1_73.jpg,1,1_73,6.0,50.0,73.0
image_1/1_297.jpg,1,1_297,8.0,45.0,70.0
image_1/1_198.jpg,1,1_198,0.0,64.0,92.0
image_1/1_366.jpg,1,1_366,6.0,60.0,96.0
image_1/1_438.jpg,1,1_438,6.0,67.0,89.0
image_1/1_380.jpg,1,1_380,1.0,57.0,87.0
image_1/1_238.jpg,1,1_238,8.0,46.0,75.0
image_1/1_98.jpg,1,1_98,2.0,50.0,82.0
image_1/1_32.jpg,1,1_32,0.0,50.0,78.0
image_1/1_0.jpg,1,1_0,3.0,67.0,96.0
image_1/1_142.jpg,1,1_142,0.0,50.0,76.0
image_1/1_235.jpg,1,1_235,0.0,50.0,75.0
image_1/1_240.jpg,1,1_240,4.0,50.0,78.0
image_1/1_317.jpg,1,1_317,6.0,46.0,78.0
image_1/1_435.jpg,1,1_435,2.0,71.0,92.0
image_1/1_331.jpg,1,1_331,5.0,54.0,81.0
image_1/1_407.jpg,1,1_407,7.0,50.0,76.0
image_1/1_81.jpg,1,1_81,6.0,59.0,87.0
image_1/1_228.jpg,1,1_228,2.0,73.0,101.0
image_1/1_87.jpg,1,1_87,9.0,54.0,87.0
image_1/1_405.jpg,1,1_405,3.0,76.0,107.0
image_1/1_1.jpg,1,1_1,9.0,50.0,73.0
image_1/1_232.jpg,1,1_232,8.0,51.0,73.0
image_1/1_313.jpg,1,1_313,8.0,56.0,85.0
image_1/1_70.jpg,1,1_70,1.0,43.0,68.0
image_1/1_78.jpg,1,1_78,4.0,45.0,70.0
image_1/1_450.jpg,1,1_450,2.0,62.0,96.0
image_1/1_322.jpg,1,1_322,3.0,64.0,93.0
image_1/1_17.jpg,1,1_17,4.0,51.0,78.0
image_1/1_267.jpg,1,1_267,2.0,51.0,84.0
image_1/1_30.jpg,1,1_30,0.0,42.0,79.0
image_1/1_129.jpg,1,1_129,5.0,54.0,82.0
image_1/1_211.jpg,1,1_211,6.0,51.0,90.0
image_1/1_51.jpg,1,1_51,9.0,59.0,93.0
image_1/1_111.jpg,1,1_111,1.0,53.0,73.0
image_1/1_337.jpg,1,1_337,7.0,59.0,87.0
image_1/1_208.jpg,1,1_208,9.0,75.0,106.0
image_1/1_76.jpg,1,1_76,5.0,45.0,73.0
image_1/1_26.jpg,1,1_26,4.0,60.0,85.0
image_1/1_416.jpg,1,1_416,0.0,78.0,103.0
image_1/1_236.jpg,1,1_236,4.0,50.0,76.0
image_1/1_276.jpg,1,1_276,1.0,53.0,85.0
image_1/1_102.jpg,1,1_102,8.0,45.0,70.0
image_1/1_399.jpg,1,1_399,4.0,76.0,104.0
image_1/1_436.jpg,1,1_436,4.0,68.0,95.0
image_1/1_357.jpg,1,1_357,2.0,62.0,95.0
image_1/1_175.jpg,1,1_175,7.0,65.0,92.0
image_1/1_286.jpg,1,1_286,4.0,62.0,92.0
image_1/1_107.jpg,1,1_107,8.0,43.0,71.0
image_1/1_60.jpg,1,1_60,3.0,57.0,85.0
image_1/1_316.jpg,1,1_316,1.0,73.0,103.0
image_1/1_453.jpg,1,1_453,7.0,64.0,92.0
image_1/1_333.jpg,1,1_333,9.0,57.0,92.0
image_1/1_206.jpg,1,1_206,5.0,54.0,95.0
image_1/1_323.jpg,1,1_323,4.0,43.0,75.0
image_1/1_442.jpg,1,1_442,7.0,71.0,93.0
image_1/1_242.jpg,1,1_242,3.0,71.0,96.0
image_1/1_90.jpg,1,1_90,3.0,92.0,118.0
image_1/1_254.jpg,1,1_254,9.0,76.0,96.0
image_1/1_273.jpg,1,1_273,0.0,46.0,71.0
image_1/1_427.jpg,1,1_427,0.0,51.0,79.0
image_1/1_47.jpg,1,1_47,3.0,59.0,90.0
image_1/1_10.jpg,1,1_10,8.0,46.0,78.0
image_1/1_387.jpg,1,1_387,6.0,56.0,81.0
image_1/1_46.jpg,1,1_46,1.0,67.0,96.0
image_1/1_100.jpg,1,1_100,6.0,62.0,84.0
image_1/1_265.jpg,1,1_265,3.0,70.0,101.0
image_1/1_256.jpg,1,1_256,5.0,54.0,78.0
image_1/1_246.jpg,1,1_246,5.0,75.0,96.0
image_1/1_2.jpg,1,1_2,6.0,57.0,85.0
image_1/1_241.jpg,1,1_241,3.0,51.0,73.0
image_1/1_319.jpg,1,1_319,9.0,48.0,82.0
image_1/1_3.jpg,1,1_3,1.0,50.0,78.0
image_1/1_370.jpg,1,1_370,2.0,62.0,92.0
image_1/1_201.jpg,1,1_201,1.0,64.0,95.0
image_1/1_105.jpg,1,1_105,6.0,46.0,75.0
image_1/1_233.jpg,1,1_233,0.0,53.0,79.0
image_1/1_227.jpg,1,1_227,4.0,78.0,103.0
image_1/1_173.jpg,1,1_173,3.0,65.0,95.0
image_1/1_393.jpg,1,1_393,9.0,75.0,100.0
image_1/1_365.jpg,1,1_365,9.0,56.0,84.0
image_1/1_68.jpg,1,1_68,1.0,40.0,73.0
image_1/1_216.jpg,1,1_216,1.0,75.0,104.0
image_1/1_301.jpg,1,1_301,1.0,81.0,121.0
image_1/1_64.jpg,1,1_64,1.0,62.0,89.0
image_1/1_299.jpg,1,1_299,8.0,45.0,76.0
image_1/1_451.jpg,1,1_451,1.0,65.0,95.0
image_1/1_429.jpg,1,1_429,9.0,75.0,96.0
image_1/1_249.jpg,1,1_249,7.0,50.0,75.0
image_1/1_117.jpg,1,1_117,1.0,53.0,89.0
image_1/1_362.jpg,1,1_362,1.0,64.0,93.0
image_1/1_57.jpg,1,1_57,8.0,73.0,101.0
image_1/1_293.jpg,1,1_293,2.0,62.0,89.0
image_1/1_294.jpg,1,1_294,8.0,48.0,79.0
image_1/1_304.jpg,1,1_304,8.0,50.0,75.0
image_1/1_42.jpg,1,1_42,2.0,82.0,101.0
image_1/1_97.jpg,1,1_97,5.0,62.0,87.0
image_1/1_104.jpg,1,1_104,5.0,42.0,70.0
image_1/1_280.jpg,1,1_280,5.0,64.0,103.0
image_1/1_15.jpg,1,1_15,9.0,56.0,87.0
image_1/1_321.jpg,1,1_321,7.0,85.0,114.0
image_1/1_5.jpg,1,1_5,1.0,48.0,76.0
image_1/1_247.jpg,1,1_247,8.0,73.0,100.0
image_1/1_221.jpg,1,1_221,8.0,85.0,114.0
image_1/1_420.jpg,1,1_420,1.0,70.0,98.0
image_1/1_307.jpg,1,1_307,0.0,50.0,84.0
image_1/1_404.jpg,1,1_404,3.0,89.0,112.0
image_1/1_355.jpg,1,1_355,2.0,54.0,82.0
image_1/1_144.jpg,1,1_144,1.0,68.0,96.0
image_1/1_454.jpg,1,1_454,4.0,65.0,92.0
image_1/1_237.jpg,1,1_237,0.0,50.0,75.0
image_1/1_406.jpg,1,1_406,9.0,81.0,110.0
image_1/1_310.jpg,1,1_310,4.0,46.0,75.0
image_1/1_257.jpg,1,1_257,8.0,64.0,96.0
image_1/1_287.jpg,1,1_287,4.0,50.0,75.0
image_1/1_253.jpg,1,1_253,6.0,54.0,78.0
image_1/1_229.jpg,1,1_229,5.0,78.0,100.0
image_1/1_75.jpg,1,1_75,9.0,48.0,71.0
image_1/1_439.jpg,1,1_439,8.0,64.0,93.0
image_1/1_360.jpg,1,1_360,8.0,59.0,92.0
image_1/1_212.jpg,1,1_212,2.0,81.0,104.0
image_1/1_251.jpg,1,1_251,2.0,46.0,76.0
image_1/1_50.jpg,1,1_50,6.0,57.0,95.0
image_1/1_114.jpg,1,1_114,7.0,51.0,78.0
image_1/1_8.jpg,1,1_8,3.0,73.0,104.0
image_1/1_342.jpg,1,1_342,8.0,,
image_1/1_281.jpg,1,1_281,4.0,60.0,92.0
image_1/1_24.jpg,1,1_24,5.0,57.0,85.0
image_1/1_95.jpg,1,1_95,9.0,46.0,71.0
image_1/1_409.jpg,1,1_409,6.0,81.0,112.0
image_1/1_315.jpg,1,1_315,4.0,59.0,92.0
image_1/1_338.jpg,1,1_338,8.0,62.0,93.0
image_1/1_35.jpg,1,1_35,6.0,56.0,89.0
image_1/1_372.jpg,1,1_372,5.0,60.0,87.0
image_1/1_270.jpg,1,1_270,4.0,59.0,89.0
image_1/1_101.jpg,1,1_101,9.0,65.0,90.0
image_1/1_274.jpg,1,1_274,1.0,75.0,100.0
image_1/1_178.jpg,1,1_178,6.0,65.0,95.0
image_1/1_278.jpg,1,1_278,9.0,65.0,96.0
image_1/1_349.jpg,1,1_349,7.0,54.0,82.0
image_1/1_376.jpg,1,1_376,8.0,65.0,90.0
image_1/1_371.jpg,1,1_371,6.0,64.0,93.0
image_1/1_350.jpg,1,1_350,7.0,53.0,90.0
image_1/1_259.jpg,1,1_259,3.0,68.0,96.0
image_1/1_329.jpg,1,1_329,7.0,50.0,82.0
image_1/1_55.jpg,1,1_55,4.0,54.0,89.0
image_1/1_219.jpg,1,1_219,3.0,84.0,110.0
image_1/1_243.jpg,1,1_243,4.0,57.0,79.0
image_1/1_209.jpg,1,1_209,2.0,78.0,107.0
image_1/1_20.jpg,1,1_20,7.0,76.0,100.0
image_1/1_207.jpg,1,1_207,2.0,50.0,76.0
image_1/1_391.jpg,1,1_391,3.0,60.0,93.0
image_1/1_434.jpg,1,1_434,6.0,62.0,89.0
image_1/1_160.jpg,1,1_160,5.0,62.0,89.0
image_1/1_135.jpg,1,1_135,8.0,53.0,82.0
image_1/1_248.jpg,1,1_248,5.0,62.0,95.0
image_1/1_443.jpg,1,1_443,7.0,67.0,96.0
image_1/1_448.jpg,1,1_448,5.0,59.0,81.0
image_1/1_191.jpg,1,1_191,9.0,62.0,90.0
image_1/1_54.jpg,1,1_54,4.0,51.0,84.0
image_1/1_169.jpg,1,1_169,2.0,62.0,90.0
image_1/1_205.jpg,1,1_205,4.0,67.0,92.0
image_1/1_127.jpg,1,1_127,0.0,51.0,78.0
image_1/1_375.jpg,1,1_375,0.0,57.0,87.0
image_1/1_282.jpg,1,1_282,0.0,65.0,100.0
image_1/1_58.jpg,1,1_58,3.0,51.0,78.0
image_1/1_447.jpg,1,1_447,7.0,65.0,95.0
image_1/1_260.jpg,1,1_260,2.0,50.0,82.0
image_1/1_377.jpg,1,1_377,9.0,60.0,89.0
image_1/1_431.jpg,1,1_431,1.0,53.0,75.0
image_1/1_39.jpg,1,1_39,8.0,54.0,87.0
image_1/1_413.jpg,1,1_413,3.0,73.0,96.0
image_1/1_200.jpg,1,1_200,1.0,65.0,93.0
image_1/1_48.jpg,1,1_48,9.0,45.0,78.0
image_1/1_16.jpg,1,1_16,0.0,56.0,82.0
image_1/1_424.jpg,1,1_424,9.0,75.0,100.0
image_1/1_368.jpg,1,1_368,8.0,56.0,81.0
image_1/1_34.jpg,1,1_34,2.0,51.0,75.0
image_1/1_428.jpg,1,1_428,7.0,71.0,96.0
image_1/1_354.jpg,1,1_354,8.0,64.0,96.0
image_1/1_12.jpg,1,1_12,0.0,60.0,101.0
image_1/1_457.jpg,1,1_457,7.0,60.0,93.0
image_1/1_268.jpg,1,1_268,5.0,73.0,95.0
image_1/1_69.jpg,1,1_69,7.0,43.0,68.0
image_1/1_4.jpg,1,1_4,9.0,78.0,109.0
image_1/1_318.jpg,1,1_318,0.0,57.0,89.0
image_1/1_41.jpg,1,1_41,7.0,76.0,103.0
image_1/1_303.jpg,1,1_303,7.0,64.0,95.0
image_1/1_359.jpg,1,1_359,1.0,56.0,81.0
image_1/1_328.jpg,1,1_328,0.0,45.0,81.0
image_1/1_7.jpg,1,1_7,7.0,60.0,87.0
image_1/1_353.jpg,1,1_353,4.0,53.0,87.0
image_1/1_364.jpg,1,1_364,9.0,54.0,84.0
image_1/1_220.jpg,1,1_220,2.0,84.0,114.0
image_1/1_345.jpg,1,1_345,4.0,54.0,89.0
image_1/1_306.jpg,1,1_306,2.0,45.0,79.0
image_1/1_400.jpg,1,1_400,6.0,81.0,103.0
image_1/1_384.jpg,1,1_384,5.0,64.0,92.0
image_1/1_277.jpg,1,1_277,7.0,48.0,75.0
image_1/1_425.jpg,1,1_425,5.0,89.0,117.0
image_1/1_292.jpg,1,1_292,1.0,50.0,81.0
image_1/1_363.jpg,1,1_363,6.0,65.0,95.0
image_1/1_22.jpg,1,1_22,2.0,53.0,75.0
image_1/1_291.jpg,1,1_291,8.0,46.0,70.0
image_1/1_275.jpg,1,1_275,3.0,53.0,95.0
image_1/1_263.jpg,1,1_263,8.0,57.0,79.0
image_1/1_182.jpg,1,1_182,5.0,64.0,90.0
image_1/1_348.jpg,1,1_348,4.0,53.0,81.0
image_1/1_62.jpg,1,1_62,5.0,53.0,84.0
image_1/1_440.jpg,1,1_440,2.0,68.0,95.0
image_1/1_224.jpg,1,1_224,5.0,76.0,93.0
image_1/1_170.jpg,1,1_170,4.0,68.0,95.0
image_1/1_218.jpg,1,1_218,6.0,73.0,96.0
image_1/1_52.jpg,1,1_52,9.0,65.0,98.0
image_1/1_244.jpg,1,1_244,0.0,64.0,95.0
image_1/1_245.jpg,1,1_245,3.0,76.0,103.0
image_1/1_61.jpg,1,1_61,5.0,53.0,70.0
image_1/1_53.jpg,1,1_53,7.0,56.0,90.0
image_1/1_82.jpg,1,1_82,0.0,43.0,71.0
image_1/1_71.jpg,1,1_71,6.0,43.0,71.0
image_1/1_133.jpg,1,1_133,2.0,51.0,84.0
image_1/1_430.jpg,1,1_430,0.0,75.0,95.0
image_1/1_18.jpg,1,1_18,3.0,48.0,75.0
image_1/1_339.jpg,1,1_339,0.0,51.0,84.0
image_1/1_455.jpg,1,1_455,2.0,64.0,92.0
image_1/1_92.jpg,1,1_92,1.0,43.0,68.0
image_1/1_6.jpg,1,1_6,0.0,53.0,82.0
image_1/1_433.jpg,1,1_433,1.0,81.0,103.0
image_1/1_340.jpg,1,1_340,2.0,60.0,92.0
image_1/1_444.jpg,1,1_444,1.0,67.0,89.0
image_1/1_392.jpg,1,1_392,4.0,59.0,89.0
image_6/6_33.jpg,6,6_33,2.0,68.0,87.0
image_6/6_15.jpg,6,6_15,5.0,71.0,95.0
image_6/6_19.jpg,6,6_19,1.0,67.0,89.0
image_6/6_11.jpg,6,6_11,9.0,68.0,89.0
image_6/6_26.jpg,6,6_26,4.0,67.0,92.0
image_6/6_35.jpg,6,6_35,8.0,67.0,87.0
image_6/6_10.jpg,6,6_10,1.0,70.0,87.0
image_6/6_4.jpg,6,6_4,0.0,67.0,92.0
image_6/6_32.jpg,6,6_32,4.0,70.0,92.0
image_6/6_17.jpg,6,6_17,3.0,67.0,89.0
image_6/6_1.jpg,6,6_1,4.0,65.0,89.0
image_6/6_25.jpg,6,6_25,0.0,78.0,100.0
image_6/6_9.jpg,6,6_9,5.0,67.0,89.0
image_6/6_30.jpg,6,6_30,0.0,64.0,85.0
image_6/6_40.jpg,6,6_40,9.0,68.0,90.0
image_6/6_18.jpg,6,6_18,8.0,75.0,98.0
image_6/6_3.jpg,6,6_3,2.0,65.0,82.0
image_6/6_16.jpg,6,6_16,7.0,68.0,84.0
image_6/6_14.jpg,6,6_14,5.0,65.0,89.0
image_6/6_13.jpg,6,6_13,3.0,67.0,95.0
image_6/6_0.jpg,6,6_0,9.0,68.0,92.0
image_6/6_20.jpg,6,6_20,8.0,71.0,90.0
image_6/6_8.jpg,6,6_8,2.0,67.0,90.0
image_6/6_6.jpg,6,6_6,6.0,68.0,84.0
image_6/6_12.jpg,6,6_12,2.0,68.0,95.0
image_6/6_7.jpg,6,6_7,7.0,67.0,89.0
image_6/6_41.jpg,6,6_41,7.0,68.0,89.0
image_6/6_5.jpg,6,6_5,0.0,64.0,84.0
image_6/6_31.jpg,6,6_31,6.0,75.0,93.0
image_6/6_34.jpg,6,6_34,6.0,75.0,96.0
image_6/6_28.jpg,6,6_28,1.0,68.0,84.0
image_6/6_29.jpg,6,6_29,3.0,65.0,89.0
image_6/6_27.jpg,6,6_27,1.0,68.0,87.0
image_8/8_46.jpg,8,8_46,4.0,90.0,109.0
image_8/8_13.jpg,8,8_13,0.0,107.0,139.0
image_8/8_64.jpg,8,8_64,6.0,98.0,118.0
image_8/8_20.jpg,8,8_20,1.0,89.0,107.0
image_8/8_31.jpg,8,8_31,6.0,93.0,114.0
image_8/8_45.jpg,8,8_45,5.0,103.0,118.0
image_8/8_27.jpg,8,8_27,0.0,93.0,115.0
image_8/8_35.jpg,8,8_35,8.0,92.0,106.0
image_8/8_83.jpg,8,8_83,0.0,65.0,95.0
image_8/8_43.jpg,8,8_43,8.0,92.0,114.0
image_8/8_11.jpg,8,8_11,9.0,62.0,87.0
image_8/8_87.jpg,8,8_87,6.0,60.0,85.0
image_8/8_0.jpg,8,8_0,7.0,62.0,85.0
image_8/8_55.jpg,8,8_55,1.0,85.0,106.0
image_8/8_99.jpg,8,8_99,0.0,67.0,90.0
image_8/8_17.jpg,8,8_17,5.0,85.0,110.0
image_8/8_36.jpg,8,8_36,9.0,90.0,109.0
image_8/8_79.jpg,8,8_79,6.0,81.0,101.0
image_8/8_3.jpg,8,8_3,6.0,60.0,84.0
image_8/8_67.jpg,8,8_67,4.0,65.0,95.0
image_8/8_95.jpg,8,8_95,3.0,73.0,93.0
image_8/8_19.jpg,8,8_19,3.0,89.0,117.0
image_8/8_44.jpg,8,8_44,5.0,103.0,123.0
image_8/8_73.jpg,8,8_73,4.0,57.0,78.0
image_8/8_74.jpg,8,8_74,2.0,64.0,92.0
image_8/8_53.jpg,8,8_53,5.0,89.0,114.0
image_8/8_81.jpg,8,8_81,2.0,81.0,103.0
image_8/8_50.jpg,8,8_50,6.0,104.0,132.0
image_8/8_71.jpg,8,8_71,9.0,79.0,96.0
image_8/8_69.jpg,8,8_69,2.0,64.0,90.0
image_8/8_29.jpg,8,8_29,7.0,100.0,117.0
image_8/8_38.jpg,8,8_38,6.0,95.0,112.0
image_8/8_52.jpg,8,8_52,0.0,96.0,114.0
image_8/8_82.jpg,8,8_82,6.0,81.0,106.0
image_8/8_75.jpg,8,8_75,4.0,71.0,95.0
image_8/8_15.jpg,8,8_15,1.0,90.0,132.0
image_8/8_62.jpg,8,8_62,3.0,71.0,93.0
image_8/8_89.jpg,8,8_89,1.0,78.0,103.0
image_8/8_91.jpg,8,8_91,1.0,75.0,101.0
image_8/8_22.jpg,8,8_22,6.0,109.0,139.0
image_8/8_42.jpg,8,8_42,7.0,92.0,106.0
image_8/8_4.jpg,8,8_4,8.0,60.0,84.0
image_8/8_25.jpg,8,8_25,2.0,84.0,109.0
image_8/8_86.jpg,8,8_86,5.0,65.0,104.0
image_8/8_12.jpg,8,8_12,4.0,90.0,107.0
image_8/8_21.jpg,8,8_21,0.0,90.0,107.0
image_8/8_23.jpg,8,8_23,7.0,64.0,93.0
image_8/8_18.jpg,8,8_18,9.0,68.0,95.0
image_8/8_6.jpg,8,8_6,7.0,56.0,90.0
image_8/8_70.jpg,8,8_70,7.0,57.0,101.0
image_8/8_57.jpg,8,8_57,2.0,109.0,131.0
image_8/8_41.jpg,8,8_41,3.0,95.0,109.0
image_8/8_32.jpg,8,8_32,8.0,70.0,92.0
image_8/8_58.jpg,8,8_58,8.0,104.0,131.0
image_8/8_61.jpg,8,8_61,0.0,87.0,109.0
image_8/8_77.jpg,8,8_77,8.0,62.0,89.0
image_8/8_59.jpg,8,8_59,5.0,109.0,135.0
image_8/8_5.jpg,8,8_5,5.0,68.0,87.0
image_8/8_33.jpg,8,8_33,3.0,110.0,140.0
image_8/8_76.jpg,8,8_76,5.0,68.0,103.0
image_8/8_49.jpg,8,8_49,9.0,107.0,135.0
image_8/8_7.jpg,8,8_7,5.0,68.0,90.0
image_8/8_34.jpg,8,8_34,7.0,89.0,110.0
image_8/8_39.jpg,8,8_39,8.0,118.0,137.0
image_8/8_10.jpg,8,8_10,9.0,64.0,87.0
image_8/8_37.jpg,8,8_37,9.0,103.0,131.0
image_8/8_97.jpg,8,8_97,9.0,75.0,90.0
image_8/8_94.jpg,8,8_94,8.0,70.0,95.0
image_8/8_16.jpg,8,8_16,0.0,106.0,129.0
image_8/8_26.jpg,8,8_26,4.0,104.0,139.0
image_8/8_72.jpg,8,8_72,3.0,67.0,92.0
image_8/8_54.jpg,8,8_54,8.0,117.0,140.0
image_8/8_68.jpg,8,8_68,3.0,70.0,96.0
image_8/8_88.jpg,8,8_88,1.0,84.0,104.0
image_8/8_2.jpg,8,8_2,0.0,57.0,82.0
image_8/8_40.jpg,8,8_40,2.0,90.0,118.0
image_8/8_47.jpg,8,8_47,1.0,93.0,115.0
image_8/8_93.jpg,8,8_93,3.0,68.0,93.0
image_8/8_98.jpg,8,8_98,1.0,65.0,92.0
image_8/8_14.jpg,8,8_14,8.0,90.0,115.0
image_8/8_63.jpg,8,8_63,2.0,79.0,104.0
image_8/8_30.jpg,8,8_30,2.0,87.0,109.0
image_8/8_51.jpg,8,8_51,4.0,93.0,110.0
image_8/8_24.jpg,8,8_24,5.0,89.0,107.0
image_8/8_60.jpg,8,8_60,7.0,120.0,132.0
image_8/8_85.jpg,8,8_85,7.0,70.0,95.0
image_8/8_96.jpg,8,8_96,9.0,73.0,90.0
image_8/8_48.jpg,8,8_48,9.0,104.0,125.0
image_8/8_28.jpg,8,8_28,4.0,92.0,110.0
image_8/8_9.jpg,8,8_9,6.0,64.0,90.0
image_8/8_80.jpg,8,8_80,3.0,64.0,85.0
image_8/8_66.jpg,8,8_66,1.0,82.0,100.0
image_8/8_65.jpg,8,8_65,4.0,79.0,100.0
image_8/8_78.jpg,8,8_78,3.0,56.0,84.0
image_8/8_90.jpg,8,8_90,4.0,60.0,79.0
image_8/8_8.jpg,8,8_8,1.0,68.0,96.0
image_8/8_92.jpg,8,8_92,0.0,71.0,93.0
image_8/8_84.jpg,8,8_84,2.0,79.0,101.0
image_8/8_1.jpg,8,8_1,7.0,54.0,84.0
image_8/8_56.jpg,8,8_56,2.0,71.0,101.0
image_3/3_99.jpg,3,3_99,4.0,93.0,117.0
